Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0
sample_23.trimmed.R2.v1										15.10156400645459	5.869548444806629	13.783410667921233	5.500854528346253	11.193090710591354	3.55857482106443	5.0424309847482425																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_24.trimmed.R1.v1										15.427181534963896	6.503234202203298	16.09213056130406	6.5828709346331244	11.74917997638899	3.2407645334048043	5.543034761630553																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_24.trimmed.R2.v1										15.971667160292762	6.441902441750308	15.015857026403188	5.827710085621432	9.746940586924694	2.270667575474133	4.517003654631808																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_25.trimmed.R1.v1										15.601056308637418	6.06474744940795	14.740917055893762	6.396554004889163	13.473894071323295	3.8152231261291623	5.640370071757111																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_25.trimmed.R2.v1										16.02624871732809	6.239118790845242	13.819671430087652	5.6618936762777805	10.97909510234593	3.0523302045410743	4.887324265167483																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_26.trimmed.R1.v1										16.26746484927256	6.357008994405665	15.646500254445957	6.751083136514327	11.389509298330672	2.6192643193997336	3.896679416597641																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_26.trimmed.R2.v1										16.49059195468004	6.377144729415364	14.508415721308902	5.568891039775102	9.536334945330486	2.2142211537006706	3.2826373094467947																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_27.trimmed.R1.v1										15.275607491156684	6.2794351848311365	15.797293240314547	6.761754663015974	13.100919233853498	3.5278886486070062	6.367991956319802																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_27.trimmed.R2.v1										15.658203699842229	6.4939971596855415	14.886594901330099	5.846898002789847	10.871199777227085	3.0194926362256784	4.66320590657468																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_28.trimmed.R1.v1										14.296220021790203	5.731216548184491	14.635530053558252	6.644129451574413	13.63018528297949	3.8582249484652413	7.181536374949174																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_28.trimmed.R2.v1										14.975813327984856	5.95026287667579	14.088389254176455	5.8375988700722	11.180001893777588	3.305107467485665	5.943856721443427																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_29.trimmed.R1.v1										15.597563580353203	6.128499921558273	14.83190859327518	6.590071913898495	13.6039133366819	3.487249952510691	5.063401539872915																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_29.trimmed.R2.v1										15.715749639844207	6.200491213284042	13.975281180053663	5.566453006397785	11.01851664708874	2.763886219836424	4.602521908332225																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_3.trimmed.R1.v1										15.377515398788933	6.1034367085026755	15.163073844579857	6.39871254042531	12.993878297188713	3.501101462345374	6.5103690534134495																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_3.trimmed.R2.v1										15.886764743967117	6.230621785577002	14.463036933989953	5.763527730945519	10.693197705489055	3.0801492273496245	4.975433565728533																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_30.trimmed.R1.v1										13.424726164784087	5.262552777483371	13.55436089985245	6.509245572092516	16.096687263511612	5.4137255716528925	8.95330981091665																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_30.trimmed.R2.v1										14.246931349980468	5.524054327704641	13.405478416923982	5.936438653288534	13.433839999097799	4.66647173969704	7.522807937591079																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_31.trimmed.R1.v1										15.817580421545415	6.249761804849762	14.80174350484656	5.97356095570778	12.510938389193052	3.540503980670753	6.532834151533123																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_31.trimmed.R2.v1										16.00894082809574	6.316709110180581	14.310470711719478	5.419836248108893	10.409624619307923	2.9381878759717885	4.8700028940812805																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_32.trimmed.R1.v1										14.808640045898372	5.501976515379493	13.398865889710997	6.008450344428244	14.250520439221347	4.668297918054482	6.410233930455986																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_32.trimmed.R2.v1										14.954330074444513	5.691518335332818	13.240433869167227	5.357299363676431	11.606389708937753	4.023225353871718	6.7303590161228914																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_33.trimmed.R1.v1										14.000203325208574	5.621909375323597	14.62866179161892	6.958070154902915	16.024062947228177	4.539864410388848	7.428877735846987																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_33.trimmed.R2.v1										14.79542020570145	5.953383823372647	14.116539620664675	6.206923637727275	12.89024361178427	3.8785636417357843	6.674230214133827																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_34.trimmed.R1.v1										13.61546266603771	5.679560601467579	14.992485364091001	7.286001983203214	16.711468463371457	4.386646119987417	5.533684917591823																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_34.trimmed.R2.v1										14.492167794746502	5.874977714093027	14.479084109271186	6.104282467847847	12.75212243404193	3.888297420962254	5.726140838979737																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_35.trimmed.R1.v1										15.383637591609242	6.072191527959655	14.76305202408121	6.69501152416275	14.368713840454253	3.9309833768749787	5.768914988839283																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_35.trimmed.R2.v1										15.717741364130704	6.152846698975356	14.34175208429132	5.8986979067718135	11.719306135812559	3.21705288971786	5.500238519586465																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_36.trimmed.R1.v1										15.188418270911155	6.034442432560079	14.827156258677277	6.928666387862288	14.871275366677436	4.24732258343649	6.465922962746783																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_36.trimmed.R2.v1										14.94690189145415	5.79594599212339	14.225548640476193	5.930124091069905	12.65236461328963	4.426169151630117	9.806107983074924																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_37.trimmed.R1.v1										15.158378302536498	5.968073315344615	14.776533421992733	6.418272458653377	12.954122934645593	3.65067550938491	5.9561252569326335																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_37.trimmed.R2.v1										15.460108238200121	6.1425673500818325	14.08211458916342	5.668093637823573	10.507584647657454	2.718823804415567	4.914721298781507																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_38.trimmed.R1.v1										15.635811620217163	5.727896940802428	13.623836571535488	6.142847517207633	13.704044617095077	3.6322057970372175	5.692761345653205																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_38.trimmed.R2.v1										15.799634308948033	6.009310841593245	13.05096306706924	5.2796113408956185	10.984763291624036	3.4112292827008615	5.469580796341332																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_39.trimmed.R1.v1										14.319757764052603	5.5881966527081515	14.615356841823147	6.486684319672966	15.032749119869127	4.654380149407909	7.138802366337366																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_39.trimmed.R2.v1										14.92203125471257	5.8260180465918365	13.991364738537875	5.899503595289171	12.18560822194207	4.158751694230963	6.128859127306242																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_4.trimmed.R1.v1										12.136461731734965	5.028224717698272	12.90265353258776	6.247371221062594	18.149148701680282	6.692824460749076	8.575733413066482																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_4.trimmed.R2.v1										12.684702437529305	5.365282756255519	13.488642476477564	5.7969874472368605	13.263452019370533	5.147232115307033	9.777891683150495																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_40.trimmed.R1.v1										14.842745918220244	5.686931139262173	13.855871478560946	6.241647112368975	14.418384118770739	4.306677744672304	7.252478241642904																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_40.trimmed.R2.v1										15.253355487859151	5.8959653088473996	13.600742532771932	5.510939090278449	11.545294069949135	3.8356595558289275	6.185794822954452																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_41.trimmed.R1.v1										14.505522280001049	5.737045175835569	14.129287026692225	6.133185059385123	14.606716652827192	4.433133283659959	6.241392145061244																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_41.trimmed.R2.v1										14.960157550678744	5.7681818418408515	13.727005182515844	5.742924490200237	11.886903882757782	3.810991848784474	5.610545397989104																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_42.trimmed.R1.v1										13.372700738255567	5.26301039814713	13.591676793025135	6.542933883234727	15.712464824425556	5.2422925123239	8.299695065715117																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_42.trimmed.R2.v1										14.051802252216394	5.686143826924296	13.518512651075165	5.839840648242952	13.015224853174722	4.233872805547555	7.185743436626756																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_43.trimmed.R1.v1										15.129601698013628	5.948883685925529	15.078081967104415	6.387863889364444	12.474206559655851	3.4299823137014283	5.728956109075424																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_43.trimmed.R2.v1										15.396047587635064	6.07317739542722	14.009363051508469	5.500137031751348	10.287765072474048	2.8186558448945664	5.1651983303179145																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_44.trimmed.R1.v1										14.032225633819007	5.289036350152494	13.271435987287362	6.200027596007427	15.94989987192971	6.03795394407595	11.389505944068464																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_44.trimmed.R2.v1										14.510187179200454	5.573700931279571	13.185854755766059	5.867288390550762	13.241450054492562	5.279445687900647	9.964302328160539																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_45.trimmed.R1.v1										16.86927532809096	5.352004044169516	7.079580064793248	1.4375967553202715	2.441753286249715	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_45.trimmed.R2.v1										14.23191548469093	4.65769200437425	6.675440293012736	1.0502048387497247	1.2034560640639342	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_46.trimmed.R1.v1										16.47855857766419	6.370853202158308	15.146481951064034	6.009518312540641	10.217100637832507	2.6742773278034213	4.875910535444625																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_46.trimmed.R2.v1										16.625228622001114	6.269455652552916	13.85544215251242	5.265306807846099	8.693770652374852	2.2230052520301324	4.5056648432721635																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_47.trimmed.R1.v1										15.186025977370074	5.907748137814202	14.992064766117103	6.374075539054614	13.116405956833118	3.9033610507992824	6.658097805995894																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_47.trimmed.R2.v1										15.349424032127326	6.110470324800241	14.035831337086274	5.829040965114935	11.704386766990902	3.3716341405181574	6.741217096719179																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_48.trimmed.R1.v1										14.78053468129471	5.619890480453928	14.136900476352787	6.546365649276666	14.12706115972492	3.9610567549771316	6.266319603311847																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_48.trimmed.R2.v1										15.109545739982508	5.84743648301445	13.602033089341765	5.686154192172662	11.415274928583157	3.344047044989086	5.1295490388294365																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_49.trimmed.R1.v1										14.915040101686944	5.771529624565772	14.701481031086242	6.44474224473487	13.095425680861675	3.8691054864474363	7.713307661556508																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_49.trimmed.R2.v1										15.229245210389076	6.139045558971631	14.357049734245605	5.786744098288659	11.190378665241273	3.637040305456233	6.295437865063601																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_5.trimmed.R1.v1										14.45253729286853	5.62653027947545	13.540752412662071	6.565041203507281	14.576922251295004	4.058416350338891	6.000147081284047																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_5.trimmed.R2.v1										15.040859444522212	5.76232804680026	13.397976853391175	5.556962180697012	12.013275614956312	3.460136199091193	5.138705742832357																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_50.trimmed.R1.v1										14.389511815420708	5.786973578737617	15.10335560993903	6.446303509953171	13.740564416411685	4.201717220472187	7.968896124578219																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_50.trimmed.R2.v1										14.841415108190297	5.915981026556644	14.312020763361474	6.0641323678108225	11.50033456963883	3.78459298583754	6.953702426359213																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_51.trimmed.R1.v1										13.223067209850022	5.442165526742158	14.705772220287319	6.9263193793074285	15.985057456721972	4.668660094707774	8.285602559709087																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_51.trimmed.R2.v1										13.906583586802507	5.660929351737849	14.238332974240475	6.297327555799678	13.12375380421164	4.408837022094962	8.334753378794241																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_52.trimmed.R1.v1										15.143158679879173	6.04565924136827	15.077522397784596	6.19076080697669	11.736981097973102	3.47820882560952	6.832944257389731																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
sample_52.trimmed.R2.v1										15.39551429841724	6.159399210776241	14.048029454107045	5.6327400957830145	10.301877521474468	3.3190123104099163	6.234262805749205																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
