N_unmapped	10093837	10093837	10093837
N_multimapping	11069217	11069217	11069217
N_noFeature	41318667	42457756	73501181
N_ambiguous	546762	480581	17285
GWK47_000001	0	0	0
GWK47_003240	0	0	0
GWK47_003241	0	0	0
GWK47_003243	0	0	0
GWK47_003245	1	1	0
GWK47_003246	142	141	1
GWK47_027900	0	0	0
GWK47_027901	0	0	0
GWK47_027902	17	17	0
GWK47_027905	222	216	6
GWK47_027908	2	2	0
GWK47_027911	1	1	0
GWK47_027913	15	15	0
GWK47_027915	0	0	0
GWK47_027918	0	0	0
GWK47_027919	0	0	0
GWK47_027922	0	0	0
GWK47_027923	0	0	0
GWK47_027924	0	0	0
GWK47_027926	0	0	0
GWK47_027927	0	0	0
GWK47_027929	0	0	0
GWK47_027930	0	0	0
GWK47_027937	0	0	0
GWK47_027940	415	387	28
GWK47_027941	0	0	0
GWK47_027943	281	268	13
GWK47_027944	176	176	0
GWK47_027945	1848	1772	76
GWK47_027946	402	391	11
GWK47_027949	726	691	35
GWK47_027950	673	646	27
GWK47_027961	0	0	0
GWK47_027963	0	0	0
GWK47_027969	465	469	17
GWK47_027970	15070	14683	408
GWK47_027971	1139	1090	49
GWK47_027972	152	147	5
GWK47_027978	39	39	0
GWK47_027980	8439	8187	252
GWK47_027981	10418	10008	410
GWK47_027985	0	0	0
GWK47_027986	5	5	0
GWK47_027988	0	0	0
GWK47_027994	0	0	0
GWK47_027995	0	0	0
GWK47_028002	0	0	0
GWK47_028003	0	0	0
GWK47_028006	0	0	0
GWK47_028007	0	0	0
GWK47_028008	0	0	0
GWK47_028009	56	56	0
GWK47_028010	0	0	0
GWK47_028011	0	0	0
GWK47_028013	0	0	0
GWK47_028014	1185	1124	61
GWK47_028015	69	69	0
GWK47_028016	177	170	7
GWK47_028017	187	185	2
GWK47_028018	6817	6660	157
GWK47_028019	309	309	0
GWK47_028020	1509	1467	42
GWK47_028028	0	0	0
GWK47_028029	0	0	0
GWK47_028030	708	695	13
GWK47_028038	1	1	0
GWK47_028049	0	0	0
GWK47_028053	0	0	0
GWK47_028054	0	0	0
GWK47_028056	0	0	0
GWK47_028061	586	569	17
GWK47_028062	1182	1149	33
GWK47_028063	1284	1235	49
GWK47_028064	243	243	0
GWK47_028065	669	652	17
GWK47_028070	0	0	0
GWK47_028072	12	12	0
GWK47_028075	159	155	4
GWK47_028077	71	71	0
GWK47_028085	8	8	0
GWK47_028086	0	0	0
GWK47_028087	0	0	0
GWK47_028088	0	0	0
GWK47_028089	0	0	0
GWK47_000286	0	0	0
GWK47_028093	0	0	0
GWK47_028094	36	35	1
GWK47_028096	0	0	0
GWK47_003262	0	0	0
GWK47_028100	18	17	1
GWK47_028101	0	0	0
GWK47_028103	1406	1359	47
GWK47_028104	329	352	14
GWK47_028105	1538	1265	310
GWK47_028106	117	113	4
GWK47_028113	0	0	0
GWK47_028114	0	0	0
GWK47_028115	33	0	33
GWK47_028117	0	0	0
GWK47_028125	0	0	0
GWK47_028147	1	1	0
GWK47_028148	0	0	0
GWK47_028149	90	89	1
GWK47_028150	77	76	1
GWK47_028151	0	0	0
GWK47_028155	131	128	3
GWK47_028156	293	279	14
GWK47_028158	364	338	26
GWK47_028166	0	0	0
GWK47_028168	2555	2491	64
GWK47_028169	57	53	4
GWK47_028170	218	210	8
GWK47_028171	1335	1288	47
GWK47_028179	445	433	12
GWK47_028182	174	167	7
GWK47_028183	1172	1135	37
GWK47_028185	0	0	0
GWK47_028189	678	557	125
GWK47_028190	58	62	0
GWK47_028191	91	89	2
GWK47_028193	0	0	0
GWK47_028195	0	0	0
GWK47_028197	0	0	0
GWK47_028199	455	430	25
GWK47_028200	1100	1062	38
GWK47_028201	3	3	0
GWK47_028202	0	0	0
GWK47_028204	0	0	0
GWK47_028205	0	0	0
GWK47_028209	0	0	0
GWK47_028212	0	0	0
GWK47_028214	132	129	3
GWK47_028215	42	0	42
GWK47_028216	0	0	0
GWK47_028217	0	0	0
GWK47_028220	372	369	3
GWK47_028221	0	0	0
GWK47_028222	0	0	0
GWK47_028226	0	0	0
GWK47_028227	0	0	0
GWK47_028228	0	0	0
GWK47_003270	12	12	0
GWK47_003271	57	57	0
GWK47_003272	788	745	43
GWK47_028230	9738	9120	618
GWK47_028235	0	0	0
GWK47_028236	0	0	0
GWK47_028237	0	0	0
GWK47_028241	1	0	1
GWK47_003274	0	0	0
GWK47_028242	1	1	0
GWK47_028243	0	0	0
GWK47_028249	0	0	0
GWK47_028255	0	0	0
GWK47_028260	0	0	0
GWK47_028273	67	66	1
GWK47_028274	0	0	0
GWK47_028281	101	98	3
GWK47_028283	394	385	9
GWK47_028284	14	14	0
GWK47_028285	49	48	1
GWK47_028287	390	376	14
GWK47_028288	15	4	11
GWK47_028289	10146	9787	359
GWK47_028290	190	180	10
GWK47_028291	4862	4661	201
GWK47_028293	12540	12062	478
GWK47_028295	508	492	16
GWK47_028297	29	14	266
GWK47_028296	1200	1405	46
GWK47_028298	0	0	0
GWK47_028299	51	46	5
GWK47_028302	13	0	16
GWK47_028305	10	3	7
GWK47_028306	100	103	0
GWK47_028307	1176	1150	26
GWK47_028308	28	25	3
GWK47_028311	19	19	0
GWK47_028312	0	0	0
GWK47_028314	1	0	1
GWK47_028318	0	0	0
GWK47_028322	591	573	18
GWK47_028323	80	77	3
GWK47_028328	157	153	4
GWK47_028329	0	0	0
GWK47_028330	13	12	1
GWK47_028331	12	12	0
GWK47_028332	7	7	0
GWK47_028333	1	1	0
GWK47_028335	2461	2395	66
GWK47_000294	466	456	10
